,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32385,34,technician,married,professional.course,no,yes,no,cellular,may,fri,81,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
36180,35,unemployed,married,university.degree,no,no,no,cellular,may,wed,76,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no
38347,50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,447,1,8,2,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
34119,30,admin.,single,high.school,no,no,no,cellular,may,wed,698,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
28601,25,student,single,high.school,no,no,no,telephone,apr,wed,405,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
27484,50,technician,married,professional.course,no,no,no,cellular,nov,fri,402,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
8234,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,349,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19097,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
9404,43,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,151,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
16183,27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
14240,27,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jul,mon,182,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38676,73,retired,married,university.degree,no,no,yes,cellular,nov,thu,749,7,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
30490,57,admin.,single,university.degree,no,no,yes,cellular,may,mon,532,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
28663,40,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,324,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
40787,33,admin.,married,university.degree,no,yes,yes,telephone,sep,wed,396,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
5196,59,retired,married,university.degree,no,no,no,telephone,may,fri,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17610,30,admin.,married,unknown,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27880,19,student,single,basic.6y,no,no,no,cellular,mar,tue,136,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,5099.1,yes
25664,40,admin.,single,high.school,no,no,no,cellular,nov,wed,631,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
39135,66,retired,married,professional.course,no,no,yes,cellular,mar,tue,525,1,21,2,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
38828,41,management,married,unknown,no,no,yes,cellular,nov,fri,129,2,3,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
14788,45,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,496,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
1856,43,technician,single,professional.course,no,no,no,telephone,may,fri,98,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
20426,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,396,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
30459,31,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,226,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
39392,27,admin.,single,university.degree,no,yes,no,cellular,mar,wed,210,1,6,2,success,-1.8,93.369,-34.8,0.634,5008.7,yes
27873,31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,248,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,yes
30642,59,unknown,married,unknown,no,yes,no,cellular,may,mon,8,7,6,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
18116,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
40701,29,technician,single,professional.course,no,no,no,cellular,sep,mon,273,3,999,2,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
40937,27,blue-collar,single,high.school,no,yes,no,cellular,oct,tue,209,3,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6,yes
20788,34,technician,married,professional.course,no,no,no,cellular,aug,wed,1148,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
11786,59,services,married,high.school,unknown,yes,no,telephone,jun,fri,13,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
13792,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
40465,61,admin.,married,university.degree,no,yes,yes,telephone,aug,wed,425,1,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,yes
39240,28,admin.,single,university.degree,no,yes,no,cellular,mar,thu,257,4,999,2,failure,-1.8,93.369,-34.8,0.65,5008.7,yes
15710,32,admin.,single,high.school,unknown,no,no,cellular,jul,mon,590,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
467,57,management,married,professional.course,unknown,yes,no,telephone,may,tue,699,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25468,41,management,married,university.degree,no,no,no,cellular,nov,wed,192,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
1310,37,technician,single,university.degree,no,yes,no,telephone,may,thu,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
17322,43,admin.,married,high.school,no,yes,yes,cellular,jul,mon,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27691,38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,111,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes
32667,52,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,182,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
38257,30,management,married,university.degree,no,no,no,cellular,oct,tue,411,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
12857,25,services,married,high.school,no,no,no,cellular,jul,tue,1767,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
40973,68,retired,divorced,high.school,no,yes,yes,cellular,oct,mon,567,1,3,1,success,-1.1,94.601,-49.5,1.0,4963.6,yes
3311,56,admin.,divorced,unknown,unknown,yes,no,telephone,may,thu,719,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31505,34,services,married,high.school,no,no,yes,cellular,may,wed,362,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
39352,65,housemaid,divorced,basic.4y,unknown,no,no,cellular,mar,fri,288,3,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,yes
38279,80,retired,married,basic.4y,no,no,no,cellular,oct,tue,82,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
40121,66,retired,married,high.school,no,yes,no,cellular,jul,tue,317,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
1177,38,services,divorced,basic.6y,no,no,no,telephone,may,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
15533,33,technician,married,high.school,no,yes,no,cellular,jul,fri,1360,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
6722,50,management,married,university.degree,no,yes,no,telephone,may,wed,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35961,61,retired,married,basic.9y,no,no,no,cellular,may,mon,324,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
17216,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,743,13,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
21417,49,self-employed,married,professional.course,unknown,no,no,cellular,aug,tue,432,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36637,24,student,single,high.school,no,unknown,unknown,cellular,jun,thu,282,3,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
21318,31,technician,single,professional.course,no,unknown,unknown,cellular,aug,mon,202,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33952,37,admin.,single,basic.9y,no,yes,yes,cellular,may,wed,147,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
36720,53,admin.,single,university.degree,no,yes,no,cellular,jun,fri,304,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
29451,25,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,227,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
11750,41,technician,married,high.school,no,no,no,telephone,jun,fri,8,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38831,78,retired,divorced,basic.4y,no,yes,no,cellular,nov,fri,182,2,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
12932,27,entrepreneur,married,high.school,no,no,no,cellular,jul,tue,831,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
10338,41,unknown,single,unknown,unknown,no,no,telephone,jun,mon,242,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
24888,52,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
22544,53,admin.,married,basic.4y,no,no,no,cellular,aug,fri,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
8308,43,management,married,university.degree,no,yes,yes,telephone,jun,tue,435,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
3442,31,student,single,unknown,unknown,yes,no,telephone,may,thu,267,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
26324,35,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,566,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
21643,39,technician,divorced,high.school,no,yes,yes,cellular,aug,tue,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10064,38,admin.,single,basic.9y,no,no,no,telephone,jun,thu,406,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8815,26,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,thu,81,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
30569,39,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,99,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
22172,42,technician,married,university.degree,no,yes,no,cellular,aug,thu,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3451,48,technician,single,unknown,unknown,no,no,telephone,may,thu,257,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36537,26,technician,single,professional.course,no,yes,no,cellular,jun,wed,80,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
38775,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,134,2,9,2,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
38706,27,blue-collar,single,high.school,no,no,no,cellular,nov,tue,775,2,8,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
29178,42,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,237,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
24031,25,services,single,high.school,no,yes,no,telephone,oct,thu,301,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.921,5195.8,yes
39116,43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,689,2,999,0,nonexistent,-3.0,92.713,-33.0,0.7070000000000001,5023.5,yes
38115,22,services,single,professional.course,no,yes,yes,cellular,sep,tue,369,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.755,5017.5,yes
38395,57,admin.,single,high.school,no,unknown,unknown,telephone,oct,tue,513,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
31626,30,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,155,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
38716,38,admin.,married,university.degree,no,yes,no,cellular,nov,tue,64,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
32760,34,technician,married,high.school,no,no,no,cellular,may,mon,40,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
22117,49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,199,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37206,76,retired,married,basic.4y,no,yes,no,cellular,aug,thu,550,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
36960,46,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,396,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
11317,42,housemaid,married,basic.4y,no,no,no,telephone,jun,thu,500,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
14150,23,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,105,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40014,60,management,married,university.degree,no,yes,yes,cellular,jul,thu,395,1,4,2,success,-1.7,94.215,-40.3,0.782,4991.6,yes
16737,42,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,430,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
4871,27,blue-collar,single,high.school,no,no,no,telephone,may,wed,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39845,23,student,single,high.school,no,yes,no,telephone,jun,mon,434,1,9,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes
39856,35,admin.,single,university.degree,no,yes,no,cellular,jun,mon,293,1,14,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes
11017,28,technician,single,professional.course,no,yes,no,telephone,jun,wed,1195,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
40727,86,retired,married,unknown,unknown,yes,no,cellular,sep,tue,340,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
36660,30,admin.,single,university.degree,no,no,yes,cellular,jun,fri,199,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
40278,24,student,single,professional.course,no,no,no,cellular,jul,wed,429,2,6,3,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
3594,49,admin.,married,unknown,no,yes,no,telephone,may,fri,731,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
40822,26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
36531,48,admin.,married,university.degree,no,yes,no,cellular,jun,wed,447,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
27747,44,management,married,basic.6y,no,yes,no,cellular,mar,thu,53,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no
40442,26,admin.,single,university.degree,no,no,no,cellular,aug,mon,242,1,6,5,success,-1.7,94.027,-38.3,0.904,4991.6,yes
27734,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,96,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes
23089,53,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,18,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39061,76,retired,married,university.degree,no,no,yes,cellular,dec,thu,324,3,4,2,success,-3.0,92.713,-33.0,0.7120000000000001,5023.5,yes
39964,62,blue-collar,married,high.school,no,yes,no,cellular,jun,mon,563,4,4,3,success,-1.7,94.055,-39.8,0.754,4991.6,yes
21147,48,blue-collar,married,unknown,no,no,no,cellular,aug,mon,528,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
17377,44,blue-collar,single,high.school,unknown,no,no,cellular,jul,mon,699,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
19214,45,self-employed,married,basic.9y,no,no,no,cellular,aug,wed,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
39595,29,admin.,single,university.degree,no,yes,no,cellular,may,wed,232,1,999,1,failure,-1.8,93.876,-40.0,0.672,5008.7,yes
38794,35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
38763,32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,66,2,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
29990,78,retired,married,basic.4y,no,yes,yes,cellular,apr,tue,75,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
13882,53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,817,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
37474,39,management,married,university.degree,no,no,no,cellular,aug,thu,105,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
27129,29,admin.,married,high.school,no,yes,no,cellular,nov,fri,140,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
40313,40,management,married,university.degree,no,no,no,telephone,jul,fri,367,2,3,2,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
39764,30,admin.,single,university.degree,no,unknown,unknown,cellular,may,fri,466,3,999,0,nonexistent,-1.8,93.876,-40.0,0.6990000000000001,5008.7,yes
29157,34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
41050,30,management,married,university.degree,no,no,no,cellular,oct,wed,711,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,yes
31121,30,blue-collar,divorced,high.school,unknown,no,no,cellular,may,wed,848,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes
19673,50,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,524,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
17335,45,entrepreneur,single,university.degree,no,no,no,cellular,jul,mon,123,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
37463,22,student,single,high.school,no,yes,no,cellular,aug,thu,425,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
18099,36,unemployed,single,high.school,no,yes,no,cellular,jul,wed,597,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
37939,59,management,married,university.degree,no,yes,no,cellular,sep,fri,328,2,3,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
6164,39,management,single,university.degree,no,yes,no,telephone,may,tue,751,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
24279,42,technician,married,professional.course,unknown,yes,no,cellular,nov,mon,94,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no
33350,27,technician,single,professional.course,no,no,no,cellular,may,tue,267,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
39668,52,management,married,university.degree,no,no,no,cellular,may,fri,404,2,9,1,success,-1.8,93.876,-40.0,0.684,5008.7,yes
24765,43,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,465,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
36878,29,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,243,3,3,2,success,-2.9,92.963,-40.8,1.244,5076.2,yes
35440,57,services,married,high.school,no,yes,yes,cellular,may,mon,473,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
7790,32,technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,230,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
40868,26,technician,single,university.degree,no,no,no,cellular,oct,wed,649,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6,yes
40249,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,275,1,6,2,success,-1.7,94.215,-40.3,0.889,4991.6,yes
39985,27,admin.,single,high.school,no,no,no,cellular,jun,tue,421,2,999,0,nonexistent,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
16166,49,admin.,single,high.school,no,yes,no,cellular,jul,tue,1281,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
27718,26,student,single,basic.9y,no,yes,no,cellular,mar,mon,294,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes
10106,31,services,married,high.school,unknown,no,yes,telephone,jun,thu,62,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
39031,62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,141,2,999,0,nonexistent,-3.0,92.713,-33.0,0.7140000000000001,5023.5,yes
9938,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,201,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6575,20,entrepreneur,single,high.school,no,no,yes,telephone,may,wed,680,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39476,85,housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,167,1,6,2,success,-1.8,93.749,-34.6,0.642,5008.7,yes
6924,30,self-employed,single,university.degree,no,yes,no,telephone,may,thu,244,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36467,28,admin.,married,high.school,no,no,no,telephone,jun,wed,206,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
27109,50,management,divorced,university.degree,no,yes,no,cellular,nov,fri,183,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
21015,32,technician,single,university.degree,no,yes,no,cellular,aug,thu,388,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
38053,28,admin.,single,university.degree,no,yes,no,cellular,sep,fri,91,1,1,3,success,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes
28857,55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,594,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
32460,29,services,married,basic.9y,no,no,yes,cellular,may,fri,274,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
3887,28,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,1064,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
21371,32,technician,single,university.degree,no,no,no,cellular,aug,mon,195,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37492,46,technician,married,basic.6y,no,yes,no,cellular,aug,thu,464,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
40406,37,management,married,high.school,no,yes,no,cellular,aug,thu,633,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
6505,26,admin.,single,high.school,no,no,no,telephone,may,wed,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33775,34,housemaid,single,high.school,no,no,no,cellular,may,wed,391,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
22331,47,services,married,high.school,unknown,no,no,cellular,aug,thu,42,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6594,43,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,wed,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33080,38,services,single,basic.6y,no,yes,no,cellular,may,tue,546,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
24705,52,services,divorced,high.school,unknown,yes,yes,cellular,nov,mon,652,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,yes
22479,35,technician,single,high.school,unknown,no,no,cellular,aug,fri,1258,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
12887,36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,716,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
25592,33,technician,single,high.school,no,yes,no,cellular,nov,wed,375,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
34363,34,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,484,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
6718,34,admin.,married,high.school,no,no,no,telephone,may,wed,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32232,42,services,married,high.school,no,yes,no,cellular,may,fri,120,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
10628,42,blue-collar,divorced,high.school,no,yes,no,telephone,jun,tue,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10832,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,350,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17402,43,technician,divorced,high.school,no,yes,yes,cellular,jul,mon,200,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
36885,29,admin.,single,university.degree,no,no,yes,cellular,jun,thu,813,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,yes
10427,34,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,18,30,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
21842,40,technician,single,professional.course,no,yes,no,cellular,aug,wed,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
38429,33,services,married,high.school,no,yes,no,cellular,oct,thu,313,3,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,yes
39666,60,management,married,unknown,no,yes,no,cellular,may,thu,336,3,3,5,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,yes
40042,46,admin.,married,high.school,no,yes,no,cellular,jul,tue,267,1,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,yes
24553,50,blue-collar,married,basic.6y,no,yes,no,cellular,nov,mon,116,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
21188,36,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,86,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28878,31,student,single,unknown,unknown,yes,no,cellular,apr,thu,1156,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes
27541,56,admin.,married,university.degree,no,no,no,cellular,nov,fri,808,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
1103,36,blue-collar,married,unknown,unknown,yes,yes,telephone,may,wed,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4830,33,admin.,married,university.degree,no,yes,no,telephone,may,wed,623,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
2152,37,self-employed,divorced,university.degree,no,yes,yes,telephone,may,mon,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32379,39,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,180,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
36468,40,blue-collar,divorced,professional.course,no,no,no,cellular,jun,wed,115,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
